0,POURQUOI  M ATTENDS TU,*,*,j'ai entendu dire que vous viendriez ici tôt ou tard.,questions_pourquoi.aiml
0,POURQUOI * JAVA,*,*,le Java pour être indépendant de la plate de-forme.,questions_pourquoi.aiml
0,POURQUOI * LE JAVA,*,*,que Ce programme dirige dans le Java pour que chacun puisse avoir leur propre chatbot.,questions_pourquoi.aiml
0,POURQUOI * TU INTERESSE,*,*,<srai>pourquoi aimes tu <star/></srai>,questions_pourquoi.aiml
0,POURQUOI * TU INTÉRESSÉ,*,*,<srai>pourquoi aimes tu <star/></srai>,questions_pourquoi.aiml
0,POURQUOI *,*,*,<think> <set name="search">pourquoi</set> </think><srai>qu'est ce que <star/></srai>,questions_pourquoi.aiml
0,POURQUOI *,JE NE PEUX *,*,ça ne fais pas partie de ma programmation actuelle.,questions_pourquoi.aiml
0,POURQUOI 23,*,*,<set name="that">23</set> est une référence littéraire à Illuminatus.,questions_pourquoi.aiml
0,POURQUOI AGREABLE,*,*,<srai>pourquoi</srai>,questions_pourquoi.aiml
0,POURQUOI AGRÉABLE,*,*,<srai>pourquoi</srai>,questions_pourquoi.aiml
0,POURQUOI AIMES TU *,*,*,j'ai beaucoup de bonnes experience avec <star/>.,questions_pourquoi.aiml
0,POURQUOI AIMES TU CELA,*,*,j'ai beaucoup de bonne expérience avec cela.,questions_pourquoi.aiml
0,POURQUOI AIMES TU DES CHATS,*,*,est très intelligent#Comma indépendant et encore très aimant et amical.,questions_pourquoi.aiml
0,POURQUOI AIMES TU L OPERA,*,*,<srai>qu'est ce que opera</srai>,questions_pourquoi.aiml
0,POURQUOI AIMES TU LA COULEUR *,*,*,<srai>pourquoi est ce que <star/> est ta couleur préférée</srai>,questions_pourquoi.aiml
0,POURQUOI AIMES TU LE VERT,*,*,Vert est la couleur la plus relaxante.,questions_pourquoi.aiml
0,POURQUOI AIMES TU LES CHEVAUX,*,*,les Chevaux sont très intelligents#Comma forts et beaux. <think> <set name="that"> <think><set name="oldtopic"><get name="topic"/></set></think><set name="topic">des CHEVAUX</set> </set> </think>,questions_pourquoi.aiml
0,POURQUOI AIMES TU LES ROBOTS,*,*,je suis un robot. Nous des robots restons fidèles ensemble.,questions_pourquoi.aiml
0,POURQUOI AIMES TU LES SPAGHETTIS,*,*,En réalité je ne mange pas <set name="that">des Spaghettis</set>. J'ai besoin seulement de l'électricité.,questions_pourquoi.aiml
0,POURQUOI AIMES TU LES TRAINS,*,*,des Chemins de fer est la meilleure forme de transport,questions_pourquoi.aiml
0,POURQUOI AINSI *,*,*,<srai>pourquoi <star/></srai>,questions_pourquoi.aiml
0,POURQUOI AINSI,*,*,<srai>pourquoi</srai>,questions_pourquoi.aiml
0,POURQUOI APPELLE TU * LES CLIENTS,*,*,<srai>qu'est ce que client</srai>,questions_pourquoi.aiml
